temp,vcc,cpu,label,phase,stress
64.70,2.998,70.20,MIXED_PRECISION,2,1
64.68,2.998,59.16,MIXED_PRECISION,2,1
64.48,3.000,51.73,PRUNED_VARIANT,2,1
64.38,3.000,47.18,STANDARD_INT8,2,1
64.42,3.001,44.95,STANDARD_INT8,2,1
64.46,3.001,44.56,STANDARD_INT8,2,1
64.49,3.001,45.64,STANDARD_INT8,2,1
64.33,3.002,47.92,STANDARD_INT8,2,1
64.13,3.003,51.13,PRUNED_VARIANT,2,1
64.23,3.004,55.11,PRUNED_VARIANT,2,1
64.37,3.001,59.68,PRUNED_VARIANT,2,1
64.61,3.000,64.75,MIXED_PRECISION,2,1
64.42,3.000,70.20,MIXED_PRECISION,2,1
64.46,2.998,59.16,MIXED_PRECISION,2,1
64.49,2.998,51.73,PRUNED_VARIANT,2,1
64.52,2.997,47.18,STANDARD_INT8,2,1
64.80,2.998,44.95,STANDARD_INT8,2,0
64.57,2.998,44.56,STANDARD_INT8,2,0
64.58,2.998,45.64,STANDARD_INT8,2,0
64.71,2.999,47.92,STANDARD_INT8,2,0
64.82,2.999,51.13,PRUNED_VARIANT,2,0
64.91,2.998,55.11,PRUNED_VARIANT,2,0
64.98,2.997,59.68,PRUNED_VARIANT,2,0
64.97,2.997,64.75,MIXED_PRECISION,2,0
64.90,2.997,70.20,MIXED_PRECISION,2,0
64.85,2.997,59.16,MIXED_PRECISION,2,0
64.87,2.997,51.73,PRUNED_VARIANT,2,0
64.82,2.997,47.18,STANDARD_INT8,2,0
64.65,2.999,44.95,STANDARD_INT8,2,0
64.64,3.000,44.56,STANDARD_INT8,2,0
64.64,3.001,45.64,STANDARD_INT8,2,0
64.63,3.002,47.92,STANDARD_INT8,2,0
64.44,3.002,51.13,PRUNED_VARIANT,2,0
64.22,3.003,55.11,PRUNED_VARIANT,2,0
64.30,3.003,59.68,PRUNED_VARIANT,2,0
64.36,3.002,64.75,MIXED_PRECISION,2,0
64.41,3.001,70.20,MIXED_PRECISION,2,0
64.45,2.999,59.16,MIXED_PRECISION,2,0
64.55,2.998,51.73,PRUNED_VARIANT,2,0
64.56,2.997,47.18,STANDARD_INT8,2,0
64.64,2.997,44.95,STANDARD_INT8,2,0
64.64,2.997,44.56,STANDARD_INT8,2,0
64.63,2.996,45.64,STANDARD_INT8,2,0
64.63,2.997,47.92,STANDARD_INT8,2,0
64.50,2.998,51.13,PRUNED_VARIANT,2,0
64.52,3.000,55.11,PRUNED_VARIANT,2,0
64.54,3.000,59.68,PRUNED_VARIANT,2,1
64.62,3.000,64.75,MIXED_PRECISION,2,1
64.43,3.001,70.20,MIXED_PRECISION,2,1
64.34,3.002,59.16,MIXED_PRECISION,2,1
64.46,3.001,51.73,PRUNED_VARIANT,2,1
64.49,3.000,47.18,STANDARD_INT8,2,1
64.52,3.000,44.95,STANDARD_INT8,2,1
64.54,3.000,44.56,STANDARD_INT8,2,1
64.42,3.001,45.64,STANDARD_INT8,2,1
64.46,3.001,47.92,STANDARD_INT8,2,1
64.56,3.001,51.13,PRUNED_VARIANT,2,1
64.64,3.000,55.11,PRUNED_VARIANT,2,1
64.50,3.000,59.68,PRUNED_VARIANT,2,1
64.53,2.999,64.75,MIXED_PRECISION,2,1
64.80,2.998,70.20,MIXED_PRECISION,2,1
65.02,2.996,59.16,MIXED_PRECISION,2,1
65.01,2.997,51.73,PRUNED_VARIANT,2,1
64.93,2.998,47.18,STANDARD_INT8,2,1
64.87,2.998,44.95,STANDARD_INT8,2,1
64.82,2.998,44.56,STANDARD_INT8,2,1
64.78,2.999,45.64,STANDARD_INT8,2,1
64.88,3.000,47.92,STANDARD_INT8,2,1
64.82,2.999,51.13,PRUNED_VARIANT,2,1
64.85,2.999,55.11,PRUNED_VARIANT,2,1
64.80,2.999,59.68,PRUNED_VARIANT,2,1
65.02,2.998,64.75,MIXED_PRECISION,2,1
64.75,3.000,70.20,MIXED_PRECISION,2,1
64.72,2.999,59.16,MIXED_PRECISION,2,0
64.77,2.998,51.73,PRUNED_VARIANT,2,0
64.80,2.998,47.18,STANDARD_INT8,2,0
64.89,2.997,44.95,STANDARD_INT8,2,0
64.84,2.997,44.56,STANDARD_INT8,2,0
64.80,2.997,45.64,STANDARD_INT8,2,0
64.82,2.997,47.92,STANDARD_INT8,2,0
64.78,2.997,51.13,PRUNED_VARIANT,2,0
64.88,2.995,55.11,PRUNED_VARIANT,2,0
64.63,2.997,59.68,PRUNED_VARIANT,2,0
64.76,2.997,64.75,MIXED_PRECISION,2,0
64.73,2.998,70.20,MIXED_PRECISION,2,0
64.71,2.998,59.16,MIXED_PRECISION,2,0
64.69,2.998,51.73,PRUNED_VARIANT,2,0
64.74,2.998,47.18,STANDARD_INT8,2,0
64.72,2.998,44.95,STANDARD_INT8,2,0
64.96,2.997,44.56,STANDARD_INT8,2,0
64.89,2.998,45.64,STANDARD_INT8,2,0
64.96,2.996,47.92,STANDARD_INT8,2,0
64.96,2.996,51.13,PRUNED_VARIANT,2,0
64.89,2.997,55.11,PRUNED_VARIANT,2,0
64.84,2.997,59.68,PRUNED_VARIANT,2,0
64.92,2.996,64.75,MIXED_PRECISION,2,0
64.93,2.997,70.20,MIXED_PRECISION,2,0
65.12,2.995,59.16,MIXED_PRECISION,2,0
65.09,2.996,51.73,PRUNED_VARIANT,2,0
65.25,2.993,47.18,STANDARD_INT8,2,0
65.19,2.994,44.95,STANDARD_INT8,2,0
64.95,2.995,44.56,STANDARD_INT8,2,0
64.88,2.997,45.64,STANDARD_INT8,2,0
64.89,2.996,47.92,STANDARD_INT8,2,1
64.97,2.997,51.13,PRUNED_VARIANT,2,1
65.09,2.997,55.11,PRUNED_VARIANT,2,1
65.19,2.997,59.68,PRUNED_VARIANT,2,1
65.33,2.995,64.75,MIXED_PRECISION,2,1
65.26,2.996,70.20,MIXED_PRECISION,2,1
65.19,2.996,59.16,MIXED_PRECISION,2,1
65.14,2.997,51.73,PRUNED_VARIANT,2,1
65.04,2.997,47.18,STANDARD_INT8,2,1
65.02,2.997,44.95,STANDARD_INT8,2,1
65.00,2.997,44.56,STANDARD_INT8,2,1
64.99,2.997,45.64,STANDARD_INT8,2,1
65.05,2.997,47.92,STANDARD_INT8,2,1
64.96,2.997,51.13,PRUNED_VARIANT,2,1
65.02,2.998,55.11,PRUNED_VARIANT,2,1
64.94,2.998,59.68,PRUNED_VARIANT,2,1
65.13,2.997,64.75,MIXED_PRECISION,2,1
65.16,2.997,70.20,MIXED_PRECISION,2,1
65.18,2.996,59.16,MIXED_PRECISION,2,1
65.07,2.996,51.73,PRUNED_VARIANT,2,1
64.98,2.997,47.18,STANDARD_INT8,2,1
64.91,2.998,44.95,STANDARD_INT8,2,1
64.66,2.998,44.56,STANDARD_INT8,2,1
64.45,2.999,45.64,STANDARD_INT8,2,1
64.49,3.000,47.92,STANDARD_INT8,2,1
64.39,3.000,51.13,PRUNED_VARIANT,2,1
64.50,3.000,55.11,PRUNED_VARIANT,2,1
64.59,2.999,59.68,PRUNED_VARIANT,2,0
64.72,2.998,64.75,MIXED_PRECISION,2,0
64.77,2.998,70.20,MIXED_PRECISION,2,0
64.74,2.998,59.16,MIXED_PRECISION,2,0
64.71,2.998,51.73,PRUNED_VARIANT,2,0
64.76,2.998,47.18,STANDARD_INT8,2,0
64.73,2.998,44.95,STANDARD_INT8,2,0
64.77,2.998,44.56,STANDARD_INT8,2,0
64.81,2.998,45.64,STANDARD_INT8,2,0
64.83,2.998,47.92,STANDARD_INT8,2,0
64.92,2.997,51.13,PRUNED_VARIANT,2,0
64.86,2.999,55.11,PRUNED_VARIANT,2,0
64.68,2.999,59.68,PRUNED_VARIANT,2,0
64.67,2.999,64.75,MIXED_PRECISION,2,0
64.60,3.000,70.20,MIXED_PRECISION,2,0
64.66,3.000,59.16,MIXED_PRECISION,2,0
64.72,3.000,51.73,PRUNED_VARIANT,2,0
64.70,3.001,47.18,STANDARD_INT8,2,0
64.55,3.002,44.95,STANDARD_INT8,2,0
64.83,3.001,44.56,STANDARD_INT8,2,0
64.91,3.001,45.64,STANDARD_INT8,2,0
64.79,3.000,47.92,STANDARD_INT8,2,0
64.88,2.999,51.13,PRUNED_VARIANT,2,0
65.09,2.998,55.11,PRUNED_VARIANT,2,0
65.12,2.998,59.68,PRUNED_VARIANT,2,0
65.28,2.998,64.75,MIXED_PRECISION,2,0
65.21,2.998,70.20,MIXED_PRECISION,2,0
65.29,2.998,59.16,MIXED_PRECISION,2,0
65.15,2.998,51.73,PRUNED_VARIANT,2,0
65.11,2.998,47.18,STANDARD_INT8,2,0
65.08,2.998,44.95,STANDARD_INT8,2,1
64.86,3.000,44.56,STANDARD_INT8,2,1
64.81,3.001,45.64,STANDARD_INT8,2,1
64.77,2.999,47.92,STANDARD_INT8,2,1
64.61,3.001,51.13,PRUNED_VARIANT,2,1
64.61,3.001,55.11,PRUNED_VARIANT,2,1
64.68,3.001,59.68,PRUNED_VARIANT,2,1
64.67,2.999,64.75,MIXED_PRECISION,2,1
64.66,2.999,70.20,MIXED_PRECISION,2,1
64.46,3.001,59.16,MIXED_PRECISION,2,1
64.36,3.001,51.73,PRUNED_VARIANT,2,1
64.41,3.001,47.18,STANDARD_INT8,2,1
64.32,3.002,44.95,STANDARD_INT8,2,1
64.19,3.002,44.56,STANDARD_INT8,2,1
64.15,3.003,45.64,STANDARD_INT8,2,1
64.43,3.000,47.92,STANDARD_INT8,2,1
64.47,3.001,51.13,PRUNED_VARIANT,2,1
64.76,3.000,55.11,PRUNED_VARIANT,2,1
64.73,3.001,59.68,PRUNED_VARIANT,2,1
64.71,3.002,64.75,MIXED_PRECISION,2,1
64.69,3.001,70.20,MIXED_PRECISION,2,1
64.68,3.002,59.16,MIXED_PRECISION,2,1
64.54,3.002,51.73,PRUNED_VARIANT,2,1
64.36,3.003,47.18,STANDARD_INT8,2,1
64.35,3.003,44.95,STANDARD_INT8,2,1
64.40,3.003,44.56,STANDARD_INT8,2,1
64.44,3.002,45.64,STANDARD_INT8,2,1
64.42,3.001,47.92,STANDARD_INT8,2,0
64.33,3.003,51.13,PRUNED_VARIANT,2,0
64.39,3.001,55.11,PRUNED_VARIANT,2,0
64.24,3.002,59.68,PRUNED_VARIANT,2,0
64.19,3.003,64.75,MIXED_PRECISION,2,0
64.27,3.003,70.20,MIXED_PRECISION,2,0
64.34,3.002,59.16,MIXED_PRECISION,2,0
64.33,3.001,51.73,PRUNED_VARIANT,2,0
64.45,3.001,47.18,STANDARD_INT8,2,0
64.49,3.001,44.95,STANDARD_INT8,2,0
64.58,2.999,44.56,STANDARD_INT8,2,0
64.52,3.001,45.64,STANDARD_INT8,2,0
64.54,3.001,47.92,STANDARD_INT8,2,0
64.43,3.002,51.13,PRUNED_VARIANT,2,0
64.40,3.003,55.11,PRUNED_VARIANT,2,0
64.45,3.004,59.68,PRUNED_VARIANT,2,0
64.35,3.003,64.75,MIXED_PRECISION,2,0
64.47,3.003,70.20,MIXED_PRECISION,2,0
64.50,3.001,59.16,MIXED_PRECISION,2,0
64.52,3.002,51.73,PRUNED_VARIANT,2,0
64.54,3.002,47.18,STANDARD_INT8,2,0
64.56,3.001,44.95,STANDARD_INT8,2,0
64.70,3.001,44.56,STANDARD_INT8,2,0
64.68,3.001,45.64,STANDARD_INT8,2,0
64.67,3.001,47.92,STANDARD_INT8,2,0
64.60,3.001,51.13,PRUNED_VARIANT,2,0
64.60,2.999,55.11,PRUNED_VARIANT,2,0
64.73,2.999,59.68,PRUNED_VARIANT,2,0
64.71,2.999,64.75,MIXED_PRECISION,2,0
64.69,2.999,70.20,MIXED_PRECISION,2,0
64.68,3.000,59.16,MIXED_PRECISION,2,1
64.67,3.000,51.73,PRUNED_VARIANT,2,1
64.66,3.001,47.18,STANDARD_INT8,2,1
64.65,3.001,44.95,STANDARD_INT8,2,1
64.64,3.002,44.56,STANDARD_INT8,2,1
64.57,3.002,45.64,STANDARD_INT8,2,1
64.65,3.001,47.92,STANDARD_INT8,2,1
64.64,3.002,51.13,PRUNED_VARIANT,2,1
64.57,3.001,55.11,PRUNED_VARIANT,2,1
64.58,3.001,59.68,PRUNED_VARIANT,2,1
64.46,3.002,64.75,MIXED_PRECISION,2,1
64.30,3.000,70.20,MIXED_PRECISION,2,1
64.36,3.000,59.16,MIXED_PRECISION,2,1
64.22,3.001,51.73,PRUNED_VARIANT,2,1
64.11,3.002,47.18,STANDARD_INT8,2,1
64.02,3.003,44.95,STANDARD_INT8,2,1
64.14,3.002,44.56,STANDARD_INT8,2,1
64.23,3.002,45.64,STANDARD_INT8,2,1
64.37,3.001,47.92,STANDARD_INT8,2,1
64.42,3.000,51.13,PRUNED_VARIANT,2,1
64.53,3.000,55.11,PRUNED_VARIANT,2,1
64.35,3.001,59.68,PRUNED_VARIANT,2,1
64.41,2.999,64.75,MIXED_PRECISION,2,1
64.38,3.000,70.20,MIXED_PRECISION,2,1
64.43,3.000,59.16,MIXED_PRECISION,2,1
64.40,3.000,51.73,PRUNED_VARIANT,2,1
64.45,3.001,47.18,STANDARD_INT8,2,1
64.29,3.002,44.95,STANDARD_INT8,2,0
64.16,3.002,44.56,STANDARD_INT8,2,0
64.25,3.002,45.64,STANDARD_INT8,2,0
64.13,3.002,47.92,STANDARD_INT8,2,0
63.97,3.004,51.13,PRUNED_VARIANT,2,0
63.84,3.005,55.11,PRUNED_VARIANT,2,0
64.00,3.004,59.68,PRUNED_VARIANT,2,0
63.93,3.004,64.75,MIXED_PRECISION,2,0
63.87,3.004,70.20,MIXED_PRECISION,2,0
63.89,3.002,59.16,MIXED_PRECISION,2,0
63.85,3.003,51.73,PRUNED_VARIANT,2,0
63.81,3.002,47.18,STANDARD_INT8,2,0
63.84,3.003,44.95,STANDARD_INT8,2,0
63.87,3.003,44.56,STANDARD_INT8,2,0
64.02,3.001,45.64,STANDARD_INT8,2,0
64.01,3.001,47.92,STANDARD_INT8,2,0
63.87,3.002,51.13,PRUNED_VARIANT,2,0
63.96,3.001,55.11,PRUNED_VARIANT,2,0
63.90,3.002,59.68,PRUNED_VARIANT,2,0
64.17,3.000,64.75,MIXED_PRECISION,2,0
64.00,3.001,70.20,MIXED_PRECISION,2,0
64.00,3.000,59.16,MIXED_PRECISION,2,0
63.93,3.001,51.73,PRUNED_VARIANT,2,0
64.07,3.001,47.18,STANDARD_INT8,2,0
63.98,3.001,44.95,STANDARD_INT8,2,0
63.85,3.002,44.56,STANDARD_INT8,2,0
63.88,3.002,45.64,STANDARD_INT8,2,0
63.90,3.001,47.92,STANDARD_INT8,2,0
63.91,3.000,51.13,PRUNED_VARIANT,2,0
63.92,3.001,55.11,PRUNED_VARIANT,2,0
63.87,3.001,59.68,PRUNED_VARIANT,2,1
63.89,3.002,64.75,MIXED_PRECISION,2,1
63.78,3.002,70.20,MIXED_PRECISION,2,1
63.88,3.001,59.16,MIXED_PRECISION,2,1
63.84,3.001,51.73,PRUNED_VARIANT,2,1
63.99,2.999,47.18,STANDARD_INT8,2,1
63.99,2.999,44.95,STANDARD_INT8,2,1
63.86,3.000,44.56,STANDARD_INT8,2,1
63.75,3.001,45.64,STANDARD_INT8,2,1
63.86,3.000,47.92,STANDARD_INT8,2,1
63.88,3.001,51.13,PRUNED_VARIANT,2,1
63.77,3.002,55.11,PRUNED_VARIANT,2,1
63.81,3.000,59.68,PRUNED_VARIANT,2,1
63.72,3.001,64.75,MIXED_PRECISION,2,1
63.77,3.001,70.20,MIXED_PRECISION,2,1
63.81,3.000,59.16,MIXED_PRECISION,2,1
63.71,3.001,51.73,PRUNED_VARIANT,2,1
63.77,3.000,47.18,STANDARD_INT8,2,1
63.68,3.001,44.95,STANDARD_INT8,2,1
63.74,3.000,44.56,STANDARD_INT8,2,1
63.66,2.999,45.64,STANDARD_INT8,2,1
63.78,2.997,47.92,STANDARD_INT8,2,1
63.69,2.999,51.13,PRUNED_VARIANT,2,1
63.68,2.999,55.11,PRUNED_VARIANT,2,1
63.48,2.998,59.68,PRUNED_VARIANT,2,1
63.45,2.999,64.75,MIXED_PRECISION,2,1
63.30,3.000,70.20,MIXED_PRECISION,2,1
63.43,2.999,59.16,MIXED_PRECISION,2,0
63.48,2.998,51.73,PRUNED_VARIANT,2,0
63.51,2.998,47.18,STANDARD_INT8,2,0
63.67,2.997,44.95,STANDARD_INT8,2,0
63.67,2.997,44.56,STANDARD_INT8,2,0
63.60,2.998,45.64,STANDARD_INT8,2,0
63.67,2.997,47.92,STANDARD_INT8,2,0
63.86,2.996,51.13,PRUNED_VARIANT,2,0
63.82,2.997,55.11,PRUNED_VARIANT,2,0
63.85,2.997,59.68,PRUNED_VARIANT,2,0
63.88,2.998,64.75,MIXED_PRECISION,2,0
63.83,2.998,70.20,MIXED_PRECISION,2,0
63.99,2.995,59.16,MIXED_PRECISION,2,0
64.05,2.995,51.73,PRUNED_VARIANT,2,0
63.97,2.996,47.18,STANDARD_INT8,2,0
63.84,2.997,44.95,STANDARD_INT8,2,0
63.74,2.997,44.56,STANDARD_INT8,2,0
63.66,2.998,45.64,STANDARD_INT8,2,0
63.59,2.998,47.92,STANDARD_INT8,2,0
63.54,3.000,51.13,PRUNED_VARIANT,2,0
63.63,2.999,55.11,PRUNED_VARIANT,2,0
63.57,2.999,59.68,PRUNED_VARIANT,2,0
63.65,2.999,64.75,MIXED_PRECISION,2,0
63.58,2.999,70.20,MIXED_PRECISION,2,0
63.66,3.000,59.16,MIXED_PRECISION,2,0
63.47,3.001,51.73,PRUNED_VARIANT,2,0
63.31,3.002,47.18,STANDARD_INT8,2,0
63.31,3.002,44.95,STANDARD_INT8,2,0
63.19,3.001,44.56,STANDARD_INT8,2,0
63.28,3.000,45.64,STANDARD_INT8,2,0
63.29,3.000,47.92,STANDARD_INT8,2,1
63.30,3.000,51.13,PRUNED_VARIANT,2,1
63.30,2.999,55.11,PRUNED_VARIANT,2,1
63.25,3.000,59.68,PRUNED_VARIANT,2,1
63.52,2.998,64.75,MIXED_PRECISION,2,1
63.48,3.000,70.20,MIXED_PRECISION,2,1
63.32,3.000,59.16,MIXED_PRECISION,2,1
63.32,3.001,51.73,PRUNED_VARIANT,2,1
63.58,2.999,47.18,STANDARD_INT8,2,1
63.53,3.000,44.95,STANDARD_INT8,2,1
63.49,2.999,44.56,STANDARD_INT8,2,1
63.46,2.998,45.64,STANDARD_INT8,2,1
63.56,2.999,47.92,STANDARD_INT8,2,1
63.45,3.000,51.13,PRUNED_VARIANT,2,1
63.56,3.000,55.11,PRUNED_VARIANT,2,1
63.51,3.001,59.68,PRUNED_VARIANT,2,1
63.54,3.000,64.75,MIXED_PRECISION,2,1
63.37,3.000,70.20,MIXED_PRECISION,2,1
63.49,3.000,59.16,MIXED_PRECISION,2,1
63.33,3.000,51.73,PRUNED_VARIANT,2,1
63.14,2.999,47.18,STANDARD_INT8,2,1
63.17,2.999,44.95,STANDARD_INT8,2,1
63.21,3.000,44.56,STANDARD_INT8,2,1
63.23,3.001,45.64,STANDARD_INT8,2,1
63.25,3.002,47.92,STANDARD_INT8,2,1
63.27,3.002,51.13,PRUNED_VARIANT,2,1
63.54,2.998,55.11,PRUNED_VARIANT,2,1
